iter	RMSE
438	68.68283906
439	68.68226172
440	68.66934471
441	68.66065102
442	68.6526255
443	68.64534105
444	68.63719301
445	68.62927342
446	68.62510168
447	68.61709904
448	68.60236096
449	68.59759628
450	68.58505008
451	68.58127052
452	68.57548567
453	68.56353895
454	68.55459174
455	68.55130948
456	68.53753001
457	68.52410031
458	68.51590188
459	68.51085072
460	68.51056566
461	68.50294833
462	68.49976105
463	68.49278219
464	68.48984115
465	68.47723384
466	68.47387941
467	68.47288064
468	68.4650486
469	68.45952904
470	68.45572594
471	68.44717902
472	68.44074869
473	68.43113202
474	68.42858156
475	68.41883882
476	68.41002182
477	68.40232821
478	68.39529956
479	68.37913709
480	68.36373868
481	68.35298102
482	68.34124504
483	68.33480678
484	68.32727374
485	68.31762434
486	68.30657089
487	68.2968075
488	68.28975633
489	68.27771528
490	68.26719217
491	68.25210677
492	68.24245435
493	68.2336223
494	68.22781355
495	68.21937421
496	68.21229262
497	68.20839009
498	68.19958827
499	68.19099135
500	68.18111449
501	68.17322659
502	68.16956273
503	68.1616106
504	68.15032414
505	68.14340128
506	68.13403564
507	68.12437646
508	68.11754202
509	68.10941623
510	68.09745055
511	68.08885789
512	68.07104944
513	68.06151931
514	68.05283113
515	68.0444276
516	68.03378783
517	68.02716374
518	68.01679803
519	68.00893627
520	68.00011688
521	67.99192397
522	67.97978289
523	67.97121784
524	67.96813823
525	67.95891636
526	67.95478146
527	67.95400921
528	67.95344117
529	67.94518348
530	67.93227806
531	67.92079795
532	67.90902999
533	67.8970512
534	67.88653265
535	67.87919112
536	67.86534096
537	67.8570269
538	67.84826945
539	67.83738183
540	67.83058184
541	67.82523877
542	67.81783028
543	67.81174496
544	67.80371133
545	67.79912178
546	67.78976731
547	67.77603715
548	67.77574409
549	67.76616376
550	67.75606734
551	67.74256496
552	67.73443839
553	67.72794336
554	67.71932617
555	67.70887433
556	67.69283627
557	67.68496481
558	67.68045013
559	67.67197726
560	67.66576106
561	67.65642773
562	67.64904574
563	67.64437649
564	67.6310018
565	67.62168053
566	67.61835844
567	67.61331546
568	67.60617903
569	67.6041296
570	67.60390823
571	67.60088134
572	67.58665043
573	67.57327504
574	67.56553178
575	67.55629153
576	67.54871981
577	67.54216839
578	67.53056349
579	67.52327699
580	67.50940924
581	67.50298852
582	67.49308908
583	67.49048048
584	67.48420755
585	67.47708536
586	67.4687509
587	67.46252883
588	67.45501758
589	67.44898095
590	67.44072965
591	67.43225353
592	67.42037926
593	67.40944818
594	67.39885608
595	67.39553481
596	67.38805736
597	67.37975328
598	67.36822272
599	67.36014598
600	67.34775726
601	67.33681346
602	67.32919282
603	67.32313572
604	67.30879399
605	67.3040337
606	67.29461833
607	67.29200393
608	67.28151423
609	67.26800075
610	67.2677698
611	67.26011308
612	67.25522374
613	67.24647369
614	67.23448435
615	67.22628602
616	67.21867757
617	67.20895902
618	67.19795868
619	67.19434009
620	67.18784331
621	67.17645017
622	67.16856371
623	67.16003699
624	67.15037931
625	67.14976002
626	67.14082676
627	67.13121532
628	67.12120676
629	67.11080859
630	67.10131042
631	67.09483826
632	67.09461403
633	67.08479064
634	67.07782262
635	67.0707192
636	67.0619083
637	67.05347349
638	67.04457726
639	67.03513751
640	67.02741772
641	67.01776158
642	67.00521989
643	66.99299954
644	66.97952981
645	66.96893526
646	66.9649253
647	66.958423
648	66.94978247
649	66.93739237
650	66.93160116
651	66.92639929
652	66.91399484
653	66.9136158
654	66.90588263
655	66.89870021
656	66.89419292
657	66.88556336
658	66.88018045
659	66.87323274
660	66.86729705
661	66.86692691
662	66.86669383
663	66.85624506
664	66.84893614
665	66.84352865
666	66.84139061
667	66.83013528
668	66.82786831
669	66.81873354
670	66.81288397
671	66.80107392
672	66.79065421
673	66.78412946
674	66.77283946
675	66.76756012
676	66.76619709
677	66.75960571
678	66.75450303
679	66.74708695
680	66.73830004
681	66.72572332
682	66.71624106
683	66.70809537
684	66.70342635
685	66.69421472
686	66.69012569
687	66.68539637
688	66.675389
689	66.6657451
690	66.65472787
691	66.64160362
692	66.62934882
693	66.61573116
694	66.60575885
695	66.59773514
696	66.58813136
697	66.57928031
698	66.56650039
699	66.55400046
700	66.54460957
701	66.53934531
702	66.53849916
703	66.53090623
704	66.52832736
705	66.52299096
706	66.51659064
707	66.50896569
708	66.49951658
709	66.49156978
710	66.48517432
711	66.47591216
712	66.4706047
713	66.46327141
714	66.46170153
715	66.4559688
716	66.44673075
717	66.4391721
718	66.43075255
719	66.41802875
720	66.41068802
721	66.4037002
722	66.39081808
723	66.38151042
724	66.37023548
725	66.36361495
726	66.36333952
727	66.3603981
728	66.35080596
729	66.3433197
730	66.33766847
731	66.33137183
732	66.32603893
733	66.3160896
734	66.30962929
735	66.3000786
736	66.28852971
737	66.28317234
738	66.27894447
739	66.26857551
740	66.26080372
741	66.25532952
742	66.25079939
743	66.23951854
744	66.23334485
745	66.22585848
746	66.2255467
747	66.21906472
748	66.21112149
749	66.20290901
750	66.19861919
751	66.19472074
752	66.18793259
753	66.17707979
754	66.16786284
755	66.15833506
756	66.14942904
757	66.14415146
758	66.13524513
759	66.12532677
760	66.11466039
761	66.10410572
762	66.09811259
763	66.08654472
764	66.08620344
765	66.07680088
766	66.07414003
767	66.06706178
768	66.05815131
769	66.04700583
770	66.03828554
771	66.02952994
772	66.02301518
773	66.01218639
774	66.00530586
775	66.00080442
776	65.99449735
777	65.98283398
778	65.97481905
779	65.96689974
780	65.95999647
781	65.95750822
782	65.94716786
783	65.93691083
784	65.92609198
785	65.91254625
786	65.89845269
787	65.89103735
788	65.88095234
789	65.87323054
790	65.8663243
791	65.85873908
792	65.85017841
793	65.84241728
794	65.83712674
795	65.83432918
796	65.82553149
797	65.82519124
798	65.82420708
799	65.82090063
800	65.81336354
801	65.80484535
802	65.79678733
803	65.78401128
804	65.77357353
805	65.76373645
806	65.75448694
807	65.74248784
808	65.73727789
809	65.73146179
810	65.72527826
811	65.72177969
812	65.71237805
813	65.70737161
814	65.6955895
815	65.68518641
816	65.67356253
817	65.67122532
818	65.66181304
819	65.65474523
820	65.65458002
821	65.64652661
822	65.63851106
823	65.63324782
824	65.62549605
825	65.61950809
826	65.61082684
827	65.6034491
828	65.59461763
829	65.58726008
830	65.57774377
831	65.57335751
832	65.56270412
833	65.5567692
834	65.55343294
835	65.54700984
836	65.54013455
837	65.53742017
838	65.53056395
839	65.51933366
840	65.51234297
841	65.50772763
842	65.50756887
843	65.50741189
844	65.49908104
845	65.49106865
846	65.49087346
847	65.48365066
848	65.47317663
849	65.47167766
850	65.46515936
851	65.46488775
852	65.45297877
853	65.44236316
854	65.4374193
855	65.43722444
856	65.43199265
857	65.42650445
858	65.41927433
859	65.41626325
860	65.41089781
861	65.40124859
862	65.39172725
863	65.38004765
864	65.3732883
865	65.36394287
866	65.35005581
867	65.34983779
868	65.33719129
869	65.32854241
870	65.31985057
871	65.31413395
872	65.30890648
873	65.30047442
874	65.29378961
875	65.28443996
876	65.27751575
877	65.27132526
878	65.26434579
879	65.25723874
880	65.24735633
881	65.23634815
882	65.22798428
883	65.22073941
884	65.21814238
885	65.21341405
886	65.2105878
887	65.20066891
888	65.18879938
889	65.18637048
890	65.17805147
891	65.1752674
892	65.17069879
893	65.16065006
894	65.15669073
895	65.14872279
896	65.13631977
897	65.13266946
898	65.12559229
899	65.11414902
900	65.10478115
901	65.09668309
902	65.09060651
903	65.08457345
904	65.07260894
905	65.06927912
906	65.06201192
907	65.04899072
908	65.03735307
909	65.03698316
910	65.03234289
911	65.02418255
912	65.01687869
913	65.01059586
914	65.00180797
915	64.99563847
916	64.98596059
917	64.98014003
918	64.97562681
919	64.96729191
920	64.95844192
921	64.9508313
922	64.93593223
923	64.92786436
924	64.92754006
925	64.91844717
926	64.9137784
927	64.90706714
928	64.89948898
929	64.88785151
930	64.88526915
931	64.87410632
932	64.87015712
933	64.86348791
934	64.85641956
935	64.84887212
936	64.84289005
937	64.83638625
938	64.82337511
939	64.82313082
940	64.81900885
941	64.81192945
942	64.79742918
943	64.7841072
944	64.77793573
945	64.77637549
946	64.76334753
947	64.75851678
948	64.75592307
949	64.75566906
950	64.7449034
951	64.74018013
952	64.72831899
953	64.72113212
954	64.71596818
955	64.70847358
956	64.70025143
957	64.69446084
958	64.69096184
959	64.68089774
960	64.67026705
961	64.66353491
962	64.65532981
963	64.65072318
964	64.6433996
965	64.63429385
966	64.6241356
967	64.61937375
968	64.61426499
969	64.61075513
970	64.60973606
971	64.60946108
972	64.60923826
973	64.60056992
974	64.59345312
975	64.58556814
976	64.57865915
977	64.57270803
978	64.56612919
979	64.56041603
980	64.55434369
981	64.54697587
982	64.54026952
983	64.52807519
984	64.52202556
985	64.51500852
986	64.51477474
987	64.50798594
988	64.49847117
989	64.49507764
990	64.48962289
991	64.48498175
992	64.48093851
993	64.47547775
994	64.4657762
995	64.45400896
996	64.45322137
997	64.44562257
998	64.43775084
999	64.43190259
